日期,门店名称,门店id,省份,门店所在城市,区县市,营业收入,优惠前总额,顾客实付,有效订单,实付单均价,活动补贴,顾客实付（不含券）,实付单均价（不含券）,曝光人数,入店人数,入店转化率,下单转化率,曝光新客,入店新客,新客入店转化率,新客下单转化率,曝光老客,入店老客,老客入店转化率,老客下单转化率,曝光次数,入店次数,下单人数,下单新客,下单老客,数据类型
2026-04-23,样例门店A,9001001,北京市,北京,朝阳区,1258.66,2168.46,1566.43,42.0,37.30,694.43,1472.45,35.06,1349,185,13.68%,22.76%,621,79,12.79%,24.08%,728,105,14.44%,21.76%,2415,233,42,19,23,sample
2026-04-23,样例门店B,9001002,北京市,北京,海淀区,1516.19,2483.54,1850.81,45.0,41.13,731.72,1739.77,38.66,1574,250,15.88%,18.00%,724,108,14.85%,19.04%,850,143,16.77%,17.21%,2504,327,45,20,25,sample
2026-04-23,样例门店C,9001003,北京市,北京,西城区,2204.32,3543.55,2607.82,58.0,44.96,1063.33,2451.35,42.26,2177,333,15.31%,17.40%,1001,143,14.31%,18.42%,1176,190,16.16%,16.64%,3483,412,58,26,32,sample
2026-04-23,样例门店D,9001004,北京市,北京,丰台区,2744.51,4327.86,3122.92,64.0,48.80,1345.74,2935.54,45.87,2585,449,17.37%,14.26%,1189,193,16.23%,15.09%,1396,256,18.33%,13.63%,4122,578,64,29,35,sample
2026-04-24,样例门店A,9001001,北京市,北京,朝阳区,1354.19,2398.98,1713.06,44.0,38.93,782.72,1610.28,36.60,1412,200,14.14%,22.04%,650,86,13.22%,19.47%,762,114,14.93%,23.97%,2223,266,44,17,27,sample
2026-04-24,样例门店B,9001002,北京市,北京,海淀区,1837.75,3119.64,2268.97,53.0,42.81,967.27,2132.83,40.24,1841,274,14.90%,19.32%,847,118,13.93%,17.07%,994,156,15.73%,21.01%,3209,348,53,20,33,sample
2026-04-24,样例门店C,9001003,北京市,北京,西城区,2194.78,3564.95,2614.55,56.0,46.69,1073.60,2457.68,43.89,2108,358,16.98%,15.65%,970,154,15.87%,13.83%,1138,204,17.92%,17.02%,3710,475,56,21,35,sample
2026-04-24,样例门店D,9001004,北京市,北京,丰台区,2672.43,4393.65,3135.09,62.0,50.57,1394.95,2946.99,47.53,2510,412,16.42%,15.04%,1155,177,15.35%,13.29%,1355,235,17.33%,16.36%,4138,526,62,24,38,sample
2026-04-25,样例门店A,9001001,北京市,北京,朝阳区,1295.25,2214.74,1583.32,39.0,40.60,717.22,1488.32,38.16,1265,183,14.45%,21.34%,582,79,13.51%,20.10%,683,104,15.25%,22.27%,2235,231,39,16,23,sample
2026-04-25,样例门店B,9001002,北京市,北京,海淀区,1950.46,3241.68,2315.04,52.0,44.52,1041.04,2176.14,41.85,1811,273,15.07%,19.05%,833,117,14.09%,17.94%,978,156,15.91%,19.88%,3235,354,52,21,31,sample
2026-04-25,样例门店C,9001003,北京市,北京,西城区,2479.12,4045.95,2954.96,61.0,48.44,1225.19,2777.66,45.54,2291,388,16.93%,15.73%,1054,167,15.82%,14.82%,1237,221,17.87%,16.42%,3683,482,61,25,36,sample
2026-04-25,样例门店D,9001004,北京市,北京,丰台区,2786.94,4667.42,3298.93,63.0,52.36,1507.08,3101.00,49.22,2552,427,16.73%,14.75%,1174,184,15.64%,13.89%,1378,243,17.66%,15.40%,4237,565,63,26,37,sample
2026-04-26,样例门店A,9001001,北京市,北京,朝阳区,1278.03,2240.46,1582.27,41.0,38.59,748.39,1487.34,36.28,1328,182,13.69%,22.55%,611,78,12.80%,22.55%,717,104,14.45%,22.55%,2226,233,41,18,23,sample
2026-04-26,样例门店B,9001002,北京市,北京,海淀区,1924.18,3264.71,2340.71,55.0,42.56,1045.00,2200.27,40.00,1913,277,14.46%,19.88%,880,119,13.52%,19.88%,1033,158,15.27%,19.88%,3111,368,55,24,31,sample
2026-04-26,样例门店C,9001003,北京市,北京,西城区,2155.76,3685.24,2605.39,56.0,46.52,1203.05,2449.07,43.73,2114,359,16.97%,15.61%,972,154,15.86%,15.61%,1142,204,17.91%,15.61%,3424,461,56,24,32,sample
2026-04-26,样例门店D,9001004,北京市,北京,丰台区,3007.55,4727.03,3483.89,69.0,50.49,1394.94,3274.86,47.46,2789,495,17.75%,13.93%,1283,213,16.60%,13.93%,1506,282,18.74%,13.93%,4825,640,69,30,39,sample
2026-04-27,样例门店A,9001001,北京市,北京,朝阳区,1143.97,2047.52,1443.89,37.0,39.02,685.03,1357.25,36.68,1211,174,14.36%,21.28%,557,75,13.42%,22.51%,654,99,15.16%,20.34%,2041,231,37,17,20,sample
2026-04-27,样例门店B,9001002,北京市,北京,海淀区,1696.08,2839.48,2065.67,48.0,43.03,879.41,1941.73,40.45,1685,268,15.92%,17.90%,775,115,14.88%,18.94%,910,153,16.80%,17.11%,2976,339,48,22,26,sample
2026-04-27,样例门店C,9001003,北京市,北京,西城区,2084.04,3250.27,2446.37,52.0,47.05,918.29,2299.59,44.22,1973,311,15.76%,16.72%,908,134,14.74%,17.69%,1065,177,16.64%,15.98%,3399,403,52,24,28,sample
2026-04-27,样例门店D,9001004,北京市,北京,丰台区,2511.91,3943.00,2961.27,58.0,51.06,1109.33,2783.59,47.99,2363,380,16.07%,15.28%,1087,163,15.02%,16.17%,1276,216,16.96%,14.61%,3876,502,58,26,32,sample
2026-04-28,样例门店A,9001001,北京市,北京,朝阳区,1290.59,2122.40,1587.94,39.0,40.72,620.26,1492.66,38.27,1274,184,14.47%,21.16%,586,79,13.52%,18.70%,688,105,15.27%,23.02%,2187,247,39,15,24,sample
2026-04-28,样例门店B,9001002,北京市,北京,海淀区,1858.95,3134.33,2238.58,50.0,44.77,1005.75,2104.27,42.09,1754,286,16.30%,17.49%,807,123,15.24%,15.45%,947,163,17.21%,19.02%,2960,369,50,19,31,sample
2026-04-28,样例门店C,9001003,北京市,北京,西城区,2209.04,3670.08,2587.82,53.0,48.83,1198.86,2432.55,45.90,2012,335,16.67%,15.80%,926,144,15.58%,13.97%,1086,191,17.59%,17.19%,3366,416,53,20,33,sample
2026-04-28,样例门店D,9001004,北京市,北京,丰台区,3018.88,4720.16,3490.21,66.0,52.88,1375.15,3280.80,49.71,2678,464,17.31%,14.24%,1232,199,16.18%,12.58%,1446,264,18.27%,15.48%,4757,614,66,25,41,sample
2026-04-29,样例门店A,9001001,北京市,北京,朝阳区,1494.21,2472.41,1824.77,43.0,42.44,742.25,1715.28,39.89,1397,212,15.18%,20.27%,643,91,14.19%,19.10%,754,121,16.03%,21.16%,2244,280,43,17,26,sample
2026-04-29,样例门店B,9001002,北京市,北京,海淀区,1848.62,3033.22,2280.26,49.0,46.54,860.76,2143.45,43.74,1724,247,14.32%,19.84%,793,106,13.39%,18.69%,931,141,15.12%,20.71%,2768,324,49,20,29,sample
2026-04-29,样例门店C,9001003,北京市,北京,西城区,2351.25,3948.69,2784.96,55.0,50.64,1284.73,2617.86,47.60,2087,354,16.94%,15.55%,960,152,15.84%,14.65%,1127,202,17.89%,16.23%,3421,442,55,22,33,sample
2026-04-29,样例门店D,9001004,北京市,北京,丰台区,3173.43,5185.50,3721.99,68.0,54.74,1613.11,3498.67,51.45,2759,500,18.11%,13.61%,1269,215,16.93%,12.82%,1490,285,19.12%,14.20%,4504,640,68,28,40,sample
2026-04-30,样例门店A,9001001,北京市,北京,朝阳区,1212.11,1969.26,1491.84,37.0,40.32,558.82,1402.33,37.90,1220,166,13.62%,22.26%,561,71,12.74%,22.26%,659,95,14.38%,22.26%,2143,218,37,16,21,sample
2026-04-30,样例门店B,9001002,北京市,北京,海淀区,1638.99,2638.95,1956.42,44.0,44.46,779.33,1839.03,41.80,1562,259,16.58%,16.99%,719,111,15.50%,16.99%,843,148,17.50%,16.99%,2553,339,44,19,25,sample
2026-04-30,样例门店C,9001003,北京市,北京,西城区,1883.36,3002.71,2235.97,46.0,48.61,867.94,2101.81,45.69,1766,292,16.55%,15.73%,812,126,15.47%,15.73%,954,167,17.47%,15.73%,3004,379,46,20,26,sample
2026-04-30,样例门店D,9001004,北京市,北京,丰台区,2695.86,4284.10,3165.12,60.0,52.75,1250.98,2975.21,49.59,2450,444,18.11%,13.53%,1127,191,16.93%,13.53%,1323,253,19.11%,13.53%,3894,593,60,26,34,sample
2026-05-01,样例门店A,9001001,北京市,北京,朝阳区,1338.57,2265.88,1640.10,39.0,42.05,711.59,1541.69,39.53,1283,200,15.60%,19.49%,590,86,14.58%,20.62%,693,114,16.47%,18.63%,2144,252,39,18,21,sample
2026-05-01,样例门店B,9001002,北京市,北京,海淀区,1621.83,2732.09,1942.17,42.0,46.24,882.32,1825.64,43.47,1499,237,15.82%,17.71%,690,102,14.79%,18.74%,809,135,16.70%,16.93%,2401,304,42,19,23,sample
2026-05-01,样例门店C,9001003,北京市,北京,西城区,2279.67,3782.52,2723.25,54.0,50.43,1178.07,2559.86,47.40,2057,340,16.55%,15.86%,946,146,15.47%,16.78%,1111,194,17.47%,15.16%,3540,426,54,25,29,sample
2026-05-01,样例门店D,9001004,北京市,北京,丰台区,2871.37,4495.07,3331.76,61.0,54.62,1297.52,3131.85,51.34,2492,429,17.20%,14.23%,1146,184,16.08%,15.06%,1346,244,18.15%,13.61%,4090,546,61,28,33,sample
2026-05-02,样例门店A,9001001,北京市,北京,朝阳区,1612.83,2700.75,2015.50,46.0,43.82,786.45,1894.57,41.19,1496,222,14.83%,20.73%,688,95,13.87%,18.32%,808,126,15.66%,22.55%,2581,282,46,17,29,sample
2026-05-02,样例门店B,9001002,北京市,北京,海淀区,2048.68,3524.19,2498.50,52.0,48.05,1140.09,2348.59,45.17,1832,286,15.62%,18.17%,843,123,14.60%,16.06%,989,163,16.49%,19.77%,3252,355,52,20,32,sample
2026-05-02,样例门店C,9001003,北京市,北京,西城区,2580.51,4212.70,3032.29,58.0,52.28,1308.01,2850.35,49.14,2204,372,16.88%,15.59%,1014,160,15.77%,13.78%,1190,212,17.81%,16.96%,3736,482,58,22,36,sample
2026-05-02,样例门店D,9001004,北京市,北京,丰台区,3396.90,5412.70,3899.44,69.0,56.51,1665.06,3665.47,53.12,2807,469,16.69%,14.73%,1291,201,15.60%,13.01%,1516,267,17.62%,16.02%,5046,615,69,26,43,sample
2026-05-03,样例门店A,9001001,北京市,北京,朝阳区,1513.67,2654.63,1914.34,46.0,41.62,841.50,1799.48,39.12,1499,208,13.85%,22.15%,690,89,12.95%,20.86%,809,118,14.62%,23.12%,2351,271,46,19,27,sample
2026-05-03,样例门店B,9001002,北京市,北京,海淀区,2056.61,3483.32,2524.13,55.0,45.89,1080.20,2372.68,43.14,1934,322,16.62%,17.11%,890,138,15.54%,16.11%,1044,183,17.55%,17.86%,3153,409,55,22,33,sample
2026-05-03,样例门店C,9001003,北京市,北京,西城区,2783.49,4309.44,3261.08,65.0,50.17,1191.36,3065.41,47.16,2459,429,17.44%,15.16%,1131,184,16.30%,14.28%,1328,244,18.41%,15.82%,4320,552,65,26,39,sample
2026-05-03,样例门店D,9001004,北京市,北京,丰台区,3313.94,5359.74,3865.78,71.0,54.45,1650.16,3633.83,51.18,2888,502,17.37%,14.15%,1328,216,16.24%,13.33%,1560,286,18.34%,14.77%,5152,660,71,29,42,sample
2026-05-04,样例门店A,9001001,北京市,北京,朝阳区,1475.30,2469.88,1808.06,43.0,42.05,756.42,1699.58,39.53,1412,200,14.17%,21.49%,650,86,13.24%,21.49%,762,114,14.96%,21.49%,2506,258,43,18,25,sample
2026-05-04,样例门店B,9001002,北京市,北京,海淀区,1982.52,3250.05,2364.85,51.0,46.37,997.40,2222.96,43.59,1805,292,16.17%,17.47%,830,125,15.11%,17.47%,975,166,17.07%,17.47%,2818,368,51,22,29,sample
2026-05-04,样例门店C,9001003,北京市,北京,西城区,2517.44,4079.39,2940.09,58.0,50.69,1266.90,2763.68,47.65,2210,337,15.23%,17.23%,1017,145,14.24%,17.23%,1193,192,16.08%,17.23%,3466,438,58,25,33,sample
2026-05-04,样例门店D,9001004,北京市,北京,丰台区,2900.16,4735.03,3355.78,61.0,55.01,1513.45,3154.43,51.71,2501,446,17.85%,13.66%,1150,192,16.69%,13.66%,1351,254,18.84%,13.66%,4304,567,61,26,35,sample
2026-05-05,样例门店A,9001001,北京市,北京,朝阳区,1203.05,2050.55,1490.46,34.0,43.84,634.90,1401.03,41.21,1145,165,14.42%,20.60%,527,71,13.48%,21.80%,618,94,15.22%,19.70%,1795,207,34,15,19,sample
2026-05-05,样例门店B,9001002,北京市,北京,海淀区,1789.06,2895.27,2169.13,45.0,48.20,825.13,2038.99,45.31,1610,260,16.17%,17.29%,741,112,15.11%,18.29%,869,148,17.07%,16.53%,2570,324,45,20,25,sample
2026-05-05,样例门店C,9001003,北京市,北京,西城区,2320.32,3877.33,2733.59,52.0,52.57,1258.14,2569.57,49.41,1997,315,15.79%,16.49%,919,136,14.76%,17.45%,1078,180,16.67%,15.76%,3418,393,52,24,28,sample
2026-05-05,样例门店D,9001004,北京市,北京,丰台区,2910.96,4727.70,3359.16,59.0,56.94,1498.34,3157.62,53.52,2426,400,16.49%,14.74%,1116,172,15.42%,15.60%,1310,228,17.41%,14.10%,3980,514,59,27,32,sample
2026-05-06,样例门店A,9001001,北京市,北京,朝阳区,1369.00,2265.80,1689.18,37.0,45.65,658.01,1587.83,42.91,1238,179,14.49%,20.63%,569,77,13.54%,18.23%,669,102,15.29%,22.44%,2013,225,37,14,23,sample
2026-05-06,样例门店B,9001002,北京市,北京,海淀区,1902.83,3193.34,2302.94,46.0,50.06,991.59,2164.77,47.06,1646,254,15.41%,18.14%,757,109,14.40%,16.03%,889,145,16.26%,19.73%,2954,311,46,17,29,sample
2026-05-06,样例门店C,9001003,北京市,北京,西城区,2424.80,3833.57,2832.67,52.0,54.47,1115.30,2662.71,51.21,2000,304,15.21%,17.09%,920,131,14.22%,15.11%,1080,173,16.05%,18.59%,3317,381,52,20,32,sample
2026-05-06,样例门店D,9001004,北京市,北京,丰台区,3085.77,4871.08,3533.09,60.0,58.88,1469.99,3321.10,55.35,2468,446,18.06%,13.46%,1135,192,16.89%,11.89%,1333,254,19.07%,14.64%,3939,561,60,23,37,sample
2026-05-07,样例门店A,9001001,北京市,北京,朝阳区,1331.75,2234.43,1647.07,38.0,43.34,670.96,1548.25,40.74,1271,201,15.85%,18.86%,585,87,14.81%,17.77%,686,115,16.73%,19.69%,2130,265,38,15,23,sample
2026-05-07,样例门店B,9001002,北京市,北京,海淀区,1911.61,3174.23,2342.14,49.0,47.80,939.89,2201.61,44.93,1748,264,15.13%,18.53%,804,114,14.14%,17.45%,944,151,15.97%,19.35%,2825,351,49,20,29,sample
2026-05-07,样例门店C,9001003,北京市,北京,西城区,2245.27,3776.58,2717.19,52.0,52.25,1173.79,2554.16,49.12,2003,342,17.08%,15.20%,921,147,15.96%,14.32%,1082,195,18.03%,15.87%,3194,455,52,21,31,sample
2026-05-07,样例门店D,9001004,北京市,北京,丰台区,2821.29,4453.45,3289.09,58.0,56.71,1291.96,3091.74,53.31,2393,426,17.80%,13.62%,1101,183,16.64%,12.83%,1292,243,18.79%,14.22%,4177,541,58,23,35,sample
2026-05-08,样例门店A,9001001,北京市,北京,朝阳区,1569.29,2582.66,1942.50,43.0,45.17,734.76,1825.95,42.46,1424,207,14.51%,20.82%,655,89,13.56%,20.82%,769,118,15.31%,20.82%,2283,253,43,18,25,sample
2026-05-08,样例门店B,9001002,北京市,北京,海淀区,1888.98,3131.46,2334.66,47.0,49.67,900.20,2194.58,46.69,1685,241,14.31%,19.49%,775,104,13.38%,19.49%,910,137,15.10%,19.49%,2952,320,47,20,27,sample
2026-05-08,样例门店C,9001003,北京市,北京,西城区,2300.54,3889.48,2762.81,51.0,54.17,1238.86,2597.04,50.92,1970,305,15.48%,16.72%,906,131,14.47%,16.72%,1064,174,16.34%,16.72%,3380,393,51,22,29,sample
2026-05-08,样例门店D,9001004,北京市,北京,丰台区,3196.03,4975.13,3696.34,63.0,58.67,1417.40,3474.56,55.15,2591,475,18.35%,13.25%,1192,204,17.15%,13.25%,1399,271,19.36%,13.25%,4390,592,63,27,36,sample
2026-05-09,样例门店A,9001001,北京市,北京,朝阳区,1821.73,3202.05,2304.59,49.0,47.03,1005.26,2166.31,44.21,1607,236,14.69%,20.75%,739,102,13.74%,21.96%,868,135,15.51%,19.84%,2740,299,49,22,27,sample
2026-05-09,样例门店B,9001002,北京市,北京,海淀区,2512.89,4352.98,3094.56,60.0,51.58,1390.42,2908.89,48.48,2117,354,16.71%,16.96%,974,152,15.62%,17.94%,1143,202,17.64%,16.21%,3558,457,60,27,33,sample
2026-05-09,样例门店C,9001003,北京市,北京,西城区,3351.67,5346.67,3984.49,71.0,56.12,1518.37,3745.42,52.75,2693,441,16.36%,16.11%,1239,189,15.29%,17.05%,1454,251,17.27%,15.41%,4635,564,71,32,39,sample
2026-05-09,样例门店D,9001004,北京市,北京,丰台区,4147.03,6597.87,4731.73,78.0,60.66,2037.74,4447.83,57.02,3179,565,17.76%,13.81%,1462,243,16.60%,14.62%,1717,322,18.75%,13.21%,5223,690,78,35,43,sample
2026-05-10,样例门店A,9001001,北京市,北京,朝阳区,1489.12,2520.63,1830.24,41.0,44.64,780.59,1720.43,41.96,1370,201,14.71%,20.35%,630,87,13.75%,17.98%,740,115,15.52%,22.14%,2342,259,41,16,25,sample
2026-05-10,样例门店B,9001002,北京市,北京,海淀区,1942.38,3245.73,2313.72,47.0,49.23,1035.42,2174.89,46.27,1691,242,14.32%,19.40%,778,104,13.39%,17.15%,913,138,15.12%,21.11%,2685,302,47,18,29,sample
2026-05-10,样例门店C,9001003,北京市,北京,西城区,2637.97,4260.64,3175.14,59.0,53.82,1215.29,2984.64,50.59,2264,378,16.71%,15.59%,1041,163,15.62%,13.78%,1223,216,17.64%,16.96%,3884,465,59,22,37,sample
2026-05-10,样例门店D,9001004,北京市,北京,丰台区,3032.67,4911.96,3562.64,61.0,58.40,1483.52,3348.89,54.90,2519,454,18.04%,13.42%,1159,195,16.86%,11.86%,1360,259,19.04%,14.60%,4202,556,61,23,38,sample
